@Relation test
@Attribute feature_0 numeric
@Attribute feature_1 numeric
@Attribute feature_2 numeric
@Attribute feature_3 numeric
@Attribute feature_4 numeric
@Attribute feature_5 numeric
@Attribute feature_6 numeric
@Attribute feature_7 numeric
@Attribute feature_8 numeric
@Attribute feature_9 numeric
@Attribute feature_10 numeric
@Attribute feature_11 numeric
@Attribute feature_12 numeric
@Attribute feature_13 numeric
@Attribute class {MAIL_gate_Email_IMAP_filetransfer.pcap,MAIL_gate_POP_filetransfer.pcap,MAIL_Gateway_Thunderbird_Imap.pcap}
@data
3325347879,167772687,443,59960,4,597,597,841,597,0.8525350000000005,1e-05,0.5366439999999999,0.1895150000000001,0.11814999999999998,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,60,60,60,0.2244799999999998,1e-05,0.012939999999999507,0.0009709999999998331,0.11277399999999993,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.3529029999999995,1e-05,0.0001029999999992981,7.599999999996498e-05,0.260637,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,1111,597,597,597,0.5017749999999994,1e-05,0.0010159999999999059,0.1127180000000001,0.3877859999999993,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,597,597,597,597,0.35162099999999974,1e-05,0.12835399999999986,0.15618399999999966,0.06480500000000067,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.6265749999999999,1e-05,0.15618199999999938,0.2036390000000008,0.20188999999999968,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,60,60,60,60,0.5777160000000006,1e-05,0.061830000000000496,0.0002740000000001075,0.4055149999999994,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,597,597,597,1111,0.4194760000000004,1e-05,0.23787499999999984,0.06493000000000038,0.11275100000000027,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,597,597,597,1111,0.5202990000000005,1e-05,0.00038400000000038403,0.40535999999999994,0.11429400000000012,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.9068449999999997,1e-05,0.6531919999999998,0.25109599999999954,0.00010700000000074539,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,60,60,1474,60,0.7975849999999998,1e-05,0.29581999999999997,0.4915199999999995,0.0028500000000004633,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,597,597,205,597,0.6479910000000002,1e-05,0.20476500000000009,0.29039699999999957,0.114147,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,597,597,1111,597,1.235087,1e-05,0.4944069999999998,0.007613000000000092,0.7327969999999997,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,60,60,60,60,1.388045,1e-05,0.7328100000000006,0.3512699999999995,0.23902499999999982,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,597,597,597,597,0.6778230000000001,1e-05,0.36316599999999966,0.2299679999999995,0.07585100000000011,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,597,597,597,597,0.7334599999999991,1e-05,0.23894699999999958,0.07399400000000078,0.42037499999999994,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,1.9588350000000005,1e-05,0.5766450000000001,1.0713219999999994,0.2989460000000008,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,60,60,60,60,1.3473799999999994,1e-05,0.42011299999999885,0.2841390000000015,0.00014799999999937086,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,597,597,597,1474,1.0037020000000005,1e-05,0.33812400000000054,0.6553589999999989,0.010181000000001106,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,1514,1514,54,54,0.6536419999999996,1e-05,9.699999999845943e-05,0.6490760000000009,0.004402000000000683,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1310,1310,1474,0.06539400000000128,1e-05,9.100000000117348e-05,0.004412999999999556,0.060871999999999815,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.021467000000001235,1e-05,0.021303000000001404,7.100000000015427e-05,5.799999999922534e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.0471989999999991,1e-05,0.04624699999999926,7.599999999996498e-05,5.400000000044258e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1474,60,0.05418000000000056,1e-05,0.04625399999999935,0.00011500000000097543,0.0010999999999992127,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,838,1228,1392,0.054532999999999276,1e-05,0.0002250000000003638,0.04637699999999967,0.007754000000000261,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1392,1474,1228,1310,0.04823299999999975,1e-05,0.01086900000000135,6.49999999993156e-05,0.00010900000000013677,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.05719299999999983,1e-05,0.010862999999998735,0.00011700000000125499,0.03723099999999846,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1474,1474,0.046514000000000166,1e-05,0.00015600000000048908,0.04622700000000002,0.00011399999999994748,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.01906600000000047,1e-05,8.899999999911756e-05,0.001796000000000575,0.017133000000001175,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1146,1474,1474,1474,0.018947000000000713,1e-05,0.018838000000000577,8.799999999986596e-05,1.2999999999152578e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,60,1474,0.04994100000000046,1e-05,0.018926999999999694,0.0014599999999997948,0.029516000000000986,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.05990599999999979,1e-05,0.030944999999999112,0.00837500000000091,0.020526999999999518,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1310,1474,1228,1474,0.029000999999999166,1e-05,0.008372999999998854,6.4000000000064e-05,0.020537000000000916,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,662,1474,1474,1146,0.06092299999999895,1e-05,0.03923299999999941,0.020523000000000735,0.00019599999999897477,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,247,597,597,597,0.9060980000000001,1e-05,0.7615630000000007,0.08465100000000092,0.059762999999998456,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,60,1474,1474,0.004697999999999425,1e-05,0.0011519999999993757,0.0035050000000005355,2.5000000000829914e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.019156000000000617,1e-05,0.004683999999999244,7.700000000099294e-05,7.599999999996498e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1228,1392,1474,1392,0.014725000000000321,1e-05,1.4999999999432134e-05,6.000000000128125e-05,0.014348000000000027,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1310,1392,1474,1474,0.08945599999999843,1e-05,0.03891599999999862,0.00016300000000057935,0.050356999999999985,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.07484599999999908,1e-05,0.024437000000000708,0.04002199999999867,0.010336999999999819,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1392,569,1474,1474,0.07488299999999981,1e-05,0.024494999999999933,0.05008299999999899,0.00029199999999995896,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1310,1474,1146,0.00013099999999965917,1e-05,1.1999999999900979e-05,9.800000000126374e-05,1.1999999999900979e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.0026879999999991355,1e-05,5.899999999847694e-05,5.500000000147054e-05,5.3999999998666226e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1146,1474,1474,241,0.01824300000000001,1e-05,0.00010400000000032605,1.0999999998873022e-05,0.01442300000000074,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,60,60,1474,1474,0.015379000000001142,1e-05,0.0017040000000001498,0.01361200000000018,5.499999999969418e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.0351290000000013,1e-05,4.7000000000352316e-05,3.500000000045134e-05,0.03497400000000006,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1064,1310,1474,0.035072000000001324,1e-05,7.000000000090267e-06,0.03496300000000119,9.000000000014552e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1310,1474,0.11286099999999877,1e-05,0.03494499999999867,0.00015500000000123748,0.07770799999999944,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1392,60,1474,1474,0.07778400000000119,1e-05,0.0017250000000004206,0.07597699999999996,6.800000000062312e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,597,597,597,597,0.13026999999999944,1e-05,0.0017530000000007817,0.050638999999998546,0.07772000000000112,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.2064660000000007,1e-05,0.07777100000000026,7.300000000043383e-05,0.050340999999999525,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1064,60,1474,1474,0.12863300000000066,1e-05,0.0016719999999992297,0.1269120000000008,3.799999999998249e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1290,841,1474,0.13183599999999984,1e-05,0.013111000000000317,0.11559600000000003,0.003102999999999412,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.0032759999999996126,1e-05,0.00020799999999887575,0.0029599999999998516,7.100000000015427e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1228,1474,1474,0.0005769999999998277,1e-05,6.100000000053285e-05,5.9999999999504894e-05,0.00044399999999988893,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1228,1474,1146,0.000762999999999181,1e-05,5.899999999847694e-05,0.0004170000000005558,0.00027599999999949887,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.000780000000000669,1e-05,0.0004249999999998977,0.0002589999999997872,5.9000000000253294e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1310,1474,0.00016899999999964166,1e-05,8.899999999911756e-05,1.1999999999900979e-05,5.9000000000253294e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.027613999999999805,1e-05,0.002349999999999852,0.02519799999999961,4.000000000026205e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1228,1474,1474,1474,0.027583999999999165,1e-05,0.02750399999999864,4.000000000026205e-05,3.500000000045134e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1146,1474,0.0650669999999991,1e-05,0.02751499999999929,9.099999999939712e-05,0.037415000000001086,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1310,60,1474,1474,0.03755199999999981,1e-05,0.0010870000000000601,0.0363389999999999,0.00011600000000022703,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.03758799999999951,1e-05,0.03744099999999939,6.49999999993156e-05,5.9000000000253294e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1474,1474,0.0001490000000003988,1e-05,1.100000000064938e-05,9.000000000014552e-05,4.2000000000541604e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,982,1474,1474,982,0.0001409999999992806,1e-05,4.7000000000352316e-05,2.800000000036107e-05,5.2999999999414626e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.00019700000000000273,1e-05,3.500000000045134e-05,5.2999999999414626e-05,7.100000000015427e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,60,60,1474,0.046596999999998445,1e-05,0.00322199999999917,0.001046999999999798,0.042286999999999964,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,501,1474,0.04966999999999899,1e-05,8.700000000061436e-05,5.199999999838667e-05,0.04950200000000038,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1310,1310,1474,1228,0.018062000000000467,1e-05,0.0030000000000001137,9.300000000145303e-05,6.4000000000064e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.018146999999999025,1e-05,0.0030069999999984276,9.100000000117348e-05,0.014996999999999261,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1474,697,0.028060999999999225,1e-05,0.01498699999999964,9.700000000023579e-05,0.00013799999999974943,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1228,1474,1474,1474,0.01318400000000075,1e-05,0.01296499999999945,0.00012900000000115597,8.300000000005525e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.013206999999999525,1e-05,0.01299099999999953,0.00011300000000069588,7.100000000015427e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,597,597,597,1111,0.19337799999999916,1e-05,0.04002499999999998,0.0009599999999991837,0.1521720000000002,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1228,60,60,1474,0.0834450000000011,1e-05,0.078519,0.0006710000000005323,0.004236999999999824,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1228,1474,880,1228,0.083596,1e-05,6.30000000008124e-05,0.06529699999999927,0.01822899999999983,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.045283000000001294,1e-05,0.027833000000001107,0.017395999999999745,3.700000000073089e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1310,60,0.003461999999998966,1e-05,3.999999999848569e-05,2.200000000129876e-05,0.0004299999999997084,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1310,1310,1392,1310,0.0008429999999997051,1e-05,0.0007660000000004885,2.4999999999053557e-05,4.400000000082116e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1474,1474,0.0008829999999999671,1e-05,0.0007859999999997314,4.2000000000541604e-05,4.500000000007276e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.0008610000000004447,1e-05,0.0007590000000003982,3.399999999942338e-05,4.7000000000352316e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1146,1474,1474,0.027920999999999196,1e-05,5.200000000016303e-05,0.027749999999999275,0.0001020000000000465,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,60,1474,1146,0.027919999999999945,1e-05,0.002361999999999753,0.02547899999999892,7.399999999968543e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.034888999999999726,1e-05,0.027838000000000918,6.4000000000064e-05,0.006588999999999956,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,1111,597,597,597,0.04441600000000001,1e-05,0.0048840000000005546,0.006182000000000798,0.03311499999999867,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1310,1392,60,1474,0.07971700000000048,1e-05,0.00041099999999971715,0.0006859999999999644,0.07860300000000109,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,953,1474,1474,0.07981900000000053,1e-05,0.021436000000001343,0.058237999999999346,0.00013500000000021828,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.02023699999999984,1e-05,0.01980799999999938,7.399999999968543e-05,5.9000000000253294e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1228,1474,1228,1474,0.000408000000000186,1e-05,7.000000000090267e-05,7.000000000090267e-06,0.00032000000000032003,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1228,1474,1474,0.00039400000000000546,1e-05,7.100000000015427e-05,0.00024199999999829913,7.200000000118223e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.0063469999999998805,1e-05,0.0003019999999995804,6.20000000015608e-05,5.599999999894578e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1310,1474,1228,1474,0.072712000000001,1e-05,5.8000000001001695e-05,1.1999999999900979e-05,0.07258500000000012,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,60,1228,1474,1474,0.06687699999999985,1e-05,0.0667939999999998,1.4000000000180535e-05,5.9000000000253294e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.0667629999999999,1e-05,0.06658599999999915,8.500000000033481e-05,5.799999999922534e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1064,60,0.03834099999999907,1e-05,0.00014799999999937086,6.699999999959516e-05,0.0012330000000009278,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,803,1228,1474,0.042565999999998994,1e-05,0.03813699999999898,0.004326000000000718,9.099999999939712e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.042589999999998795,1e-05,0.04236899999999899,8.599999999958641e-05,9.000000000014552e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1474,1228,0.0006329999999987734,1e-05,8.399999999930685e-05,9.200000000042508e-05,7.199999999940587e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1310,1474,1474,1228,0.008150000000000546,1e-05,0.00789200000000001,0.00018099999999954264,6.800000000062312e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.008395999999999404,1e-05,0.007967999999999975,0.00016099999999852344,6.700000000137152e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1310,1474,1310,0.008444000000000784,1e-05,0.008129000000000275,7.000000000090267e-05,0.00023599999999923682,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,60,60,1474,1474,0.07017600000000002,1e-05,0.001322999999999297,0.06874800000000114,9.199999999864872e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.07105100000000064,1e-05,0.07090099999999921,6.500000000109196e-05,4.500000000007276e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1319,1228,1474,0.07108599999999932,1e-05,0.056502999999999304,0.014480000000000715,9.200000000042508e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1146,1392,0.03603999999999985,1e-05,9.000000000369823e-06,5.799999999922534e-05,5.200000000016303e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.042794999999999916,1e-05,0.035963999999999885,0.006709999999999994,7.399999999968543e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1474,1310,0.00025300000000072487,1e-05,0.00011399999999994748,8.09999999997757e-05,4.6000000001100716e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1392,1474,1146,1474,0.0005939999999995393,1e-05,0.0004569999999990415,5.699999999997374e-05,7.000000000090267e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.0015170000000015449,1e-05,5.8000000001001695e-05,0.001358999999999,6.30000000008124e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1310,1474,1474,1474,0.0014439999999993347,1e-05,0.0013649999999998386,5.9000000000253294e-05,1.0999999998873022e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,597,597,597,597,0.16887900000000045,1e-05,0.0509030000000017,0.0013889999999996405,0.11650899999999886,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1228,1474,1474,0.020257000000000858,1e-05,7.599999999996498e-05,0.0001010000000007949,0.02005299999999899,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1146,60,60,60,0.0788530000000005,1e-05,0.003083000000000169,0.020093000000001027,0.0003459999999986252,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.07901999999999987,1e-05,0.000418999999999059,0.019705000000000084,0.05884600000000084,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1146,1392,0.005990000000000606,1e-05,5.2999999999414626e-05,8.100000000155205e-05,4.699999999857596e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,367,1474,1161,1474,0.09314700000000009,1e-05,0.05890499999999932,0.005869000000000568,0.028362999999998806,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.034254999999999924,1e-05,0.0058869999999995315,0.028256999999999977,7.500000000071338e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1228,1474,0.00019099999999916406,1e-05,5.200000000016303e-05,6.999999999912632e-05,5.8000000001001695e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1228,1310,1392,60,0.0015940000000007615,1e-05,7.100000000015427e-05,4.7000000000352316e-05,0.001136000000000692,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,54,54,54,54,0.0018220000000006564,1e-05,6.899999999987472e-05,0.0015420000000005984,0.00014299999999956015,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1228,1474,1474,0.00024400000000035504,1e-05,0.00010799999999910881,0.00011200000000144428,1.4000000000180535e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1474,1474,1474,1474,0.0018580000000003594,1e-05,0.0015350000000005082,0.0001490000000003988,0.00015900000000002024,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,4,597,597,597,597,0.09378300000000017,1e-05,0.000396000000000285,0.09095499999999923,0.0022929999999998785,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,4,1064,1474,60,1310,0.028551999999999467,1e-05,7.000000000090267e-06,0.0015570000000000306,0.026970999999999634,MAIL_gate_Email_IMAP_filetransfer.pcap
