@Relation test
@Attribute feature_0 numeric
@Attribute feature_1 numeric
@Attribute feature_2 numeric
@Attribute feature_3 numeric
@Attribute feature_4 numeric
@Attribute feature_5 numeric
@Attribute feature_6 numeric
@Attribute feature_7 numeric
@Attribute feature_8 numeric
@Attribute feature_9 numeric
@Attribute class {FILE-TRANSFER_gate_SFTP_filetransfer.pcap,CHAT_facebookchatgateway.pcap,MAIL_gate_Email_IMAP_filetransfer.pcap,VIDEO_Youtube_Flash_Gateway.pcap}
@data
167772687,3325347879,36922,443,2,597,597,0.0680909999999999,1e-05,0.06774400000000025,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.23663599999999985,1e-05,0.06784699999999955,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,54,0.7918820000000002,1e-05,0.6835180000000003,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.14623399999999975,1e-05,0.1461969999999999,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,0.31979700000000033,1e-05,0.3195540000000001,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.6250860000000005,1e-05,0.31956000000000007,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.30919700000000017,1e-05,0.30750800000000034,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,0.3637990000000002,1e-05,0.3633880000000005,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.6749470000000004,1e-05,0.36355300000000046,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.3175220000000003,1e-05,0.3134320000000006,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,0.3099310000000006,1e-05,0.30968900000000055,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.6206010000000006,1e-05,0.3096930000000011,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.35169099999999887,1e-05,0.3128799999999998,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,54,54,2.207166999999999,1e-05,1.9676079999999994,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,0.06991900000000051,1e-05,0.0697650000000003,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.26077300000000037,1e-05,0.0696829999999995,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.20043400000000133,1e-05,0.19596700000000133,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,54,54,34.475164,1e-05,0.5713629999999998,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,34.274972,1e-05,34.274764,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,34.641083,1e-05,34.274744,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,34.308496000000005,1e-05,34.308437,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,54,54,0.15904099999999488,1e-05,0.1553869999999975,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,1111,0.0011430000000061113,1e-05,0.0009790000000009513,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.1137949999999961,1e-05,0.000816000000000372,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.15426699999999727,1e-05,0.117837999999999,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,54,54,0.066469000000005,1e-05,0.0648740000000032,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.44333300000000264,1e-05,0.4334869999999995,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,0.4418879999999987,1e-05,0.4417019999999994,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.8161360000000002,1e-05,0.44160600000000017,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.10167500000000018,1e-05,0.10164299999999571,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,54,54,0.08258600000000627,1e-05,0.06454700000000457,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,0.04667199999999383,1e-05,0.04660299999999751,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.5284130000000005,1e-05,0.04659299999999433,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.48448700000000144,1e-05,0.4829130000000035,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,0.4231399999999965,1e-05,0.4229780000000005,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.7901999999999987,1e-05,0.4229689999999948,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.3719030000000032,1e-05,0.3688100000000034,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,0.4352359999999962,1e-05,0.43494799999999856,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.8613990000000058,1e-05,0.4350769999999997,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.429786,1e-05,0.42826300000000117,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,0.39887199999999723,1e-05,0.39880099999999885,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.5949949999999973,1e-05,0.3985839999999996,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.33140799999999615,1e-05,0.32693599999999634,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,165,597,0.13308500000000123,1e-05,0.13293600000000083,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.19710100000000352,1e-05,0.1328940000000003,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.37955300000000136,1e-05,0.377088999999998,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,0.3783029999999954,1e-05,0.3780220000000014,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.7254739999999984,1e-05,0.37814699999999846,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.07226700000000363,1e-05,0.07077699999999965,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,0.06806200000000473,1e-05,0.06785700000000361,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.06797699999999907,1e-05,0.06780700000000195,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,54,1.5548789999999997,1e-05,1.223505000000003,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.3713769999999954,1e-05,0.37128399999999573,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,0.5595339999999993,1e-05,0.5593059999999994,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.9380239999999986,1e-05,0.5594159999999988,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,597,597,0.4024169999999998,1e-05,0.4007660000000044,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,597,0.3972560000000058,1e-05,0.3970020000000005,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.8391809999999964,1e-05,0.3971080000000029,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,54,1514,1.2451040000000049,1e-05,1.244607000000002,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,597,165,0.0023860000000013315,1e-05,0.002078000000004465,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.003480999999993628,1e-05,0.0018339999999952283,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0004540000000048394,1e-05,0.0002550000000027808,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.001751999999996201,1e-05,0.00037299999999618194,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,247,679,0.0020549999999985857,1e-05,0.001961999999998909,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0010450000000048476,1e-05,0.0008529999999993265,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0012380000000007385,1e-05,0.0006340000000051305,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,165,1193,0.0010539999999963356,1e-05,0.0009389999999953602,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.00070999999999799,1e-05,0.00041900000000083537,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0012880000000023983,1e-05,0.0010109999999983188,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1111,165,0.0007719999999977745,1e-05,0.0007140000000021018,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0010190000000065425,1e-05,0.0006900000000058526,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0007869999999954302,1e-05,0.000588000000000477,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,165,679,0.0008829999999946381,1e-05,0.0006599999999963302,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0009420000000019968,1e-05,0.0006360000000000809,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0007720000000048799,1e-05,0.0005769999999998277,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,679,165,0.0007069999999984589,1e-05,0.0006050000000001887,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0008639999999999759,1e-05,0.0004879999999971574,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0006909999999962224,1e-05,0.0005969999999990705,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,165,165,0.0005790000000018836,1e-05,0.0005310000000022796,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0002210000000033574,1e-05,8.900000000267028e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.005065999999999349,1e-05,0.004558000000002949,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00015899999999646752,1e-05,7.899999999949614e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1235,1235,0.0005620000000021719,1e-05,0.0005039999999993938,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0006150000000033629,1e-05,0.0005000000000023874,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00015100000000245473,1e-05,7.199999999585316e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00015100000000245473,1e-05,7.300000000043383e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1235,1235,0.0003379999999992833,1e-05,0.0002819999999985612,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0003189999999975157,1e-05,0.00028300000000314185,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0001529999999974052,1e-05,7.300000000043383e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,243,1075,0.001358000000003301,1e-05,0.0013030000000000541,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0013080000000016412,1e-05,0.0013030000000000541,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00015199999999992997,1e-05,8.000000000407681e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.00036699999999711963,1e-05,0.00028100000000108594,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00017000000000422233,1e-05,9.899999999873899e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1235,1235,0.0003640000000046939,1e-05,0.0003100000000060277,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0001889999999988845,1e-05,0.00011699999999592592,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.00035599999999647025,1e-05,0.00031800000000004047,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1235,403,0.000144999999996287,1e-05,9.099999999762076e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.000144999999996287,1e-05,7.199999999585316e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0013150000000052842,1e-05,0.0012220000000056075,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0001699999999971169,1e-05,8.899999999556485e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,915,1235,0.0003799999999998249,1e-05,0.00031800000000004047,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00016099999999852344,1e-05,8.19999999990273e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.000408000000000186,1e-05,0.0003150000000005093,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0001600000000010482,1e-05,8.100000000155205e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1235,1235,0.0003719999999987067,1e-05,0.00031200000000097816,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0011350000000049931,1e-05,0.00014000000000180535,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00015199999999992997,1e-05,7.099999999837792e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,563,755,0.0012839999999982865,1e-05,0.0012270000000000891,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0002119999999976585,1e-05,7.399999999790907e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.00046299999999632746,1e-05,0.00034799999999535203,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00018700000000393402,1e-05,9.599999999920783e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1235,1235,0.00045300000000025875,1e-05,0.0003600000000005821,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00020700000000317686,1e-05,0.00011800000000050659,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0005030000000019186,1e-05,0.00041300000000177306,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1235,723,0.0002479999999991378,1e-05,0.00015900000000357295,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.002147000000000787,1e-05,7.80000000020209e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.20695500000000067,1e-05,0.0033719999999988204,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,539,1514,0.00038599999999888723,1e-05,0.00034600000000040154,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1029,1514,0.00021100000000018326,1e-05,0.00015899999999646752,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00016800000000216642,1e-05,0.00012500000000414957,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00012899999999405054,1e-05,5.199999999661031e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00025300000000072487,1e-05,0.00020399999999654028,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0007769999999993615,1e-05,0.0005820000000014147,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0002879999999976235,1e-05,0.0002420000000000755,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,9.1999999995096e-05,1e-05,5.099999999913507e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0002119999999976585,1e-05,0.00014999999999787406,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.00019000000000346517,1e-05,0.00017499999999870397,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,2.900000000494174e-05,1e-05,1.9000000001767603e-05,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,9.999999996068709e-06,1e-05,4.999999994481641e-06,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.00013100000000321188,1e-05,5.000000001587068e-06,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0003589999999960014,1e-05,0.0002250000000003638,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0002760000000066043,1e-05,0.00015900000000357295,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0007310000000018135,1e-05,0.0006690000000020291,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,570,1075,0.0009569999999996526,1e-05,0.0008420000000057826,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00027000000000043656,1e-05,0.00015499999999946112,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0007110000000025707,1e-05,0.0005500000000040473,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00032900000000068985,1e-05,0.00016099999999852344,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0005930000000020641,1e-05,0.0005100000000055616,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1235,1235,0.0008359999999996148,1e-05,0.0007149999999995771,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0002899999999996794,1e-05,0.00017100000000169757,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0005510000000015225,1e-05,0.00046999999999997044,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1235,403,0.0003639999999975885,1e-05,0.00023999999999801958,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0006479999999982056,1e-05,0.00021699999999924557,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00029400000000379123,1e-05,0.0001560000000040418,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00026599999999632473,1e-05,0.00013599999999769352,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,915,1235,0.0007340000000013447,1e-05,0.0006319999999959691,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0008880000000033306,1e-05,0.0006290000000035434,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0002670000000009054,1e-05,0.00013599999999769352,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.00026599999999632473,1e-05,0.00013599999999769352,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1235,1235,0.0007619999999946003,1e-05,0.0006459999999961497,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0009230000000002292,1e-05,0.0006399999999970873,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,1514,1514,0.0003129999999984534,1e-05,0.00016099999999852344,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,2,563,755,0.0008709999999965135,1e-05,0.0007319999999992888,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,2,60,60,0.0010060000000038372,1e-05,0.0007409999999978822,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
