@Relation test
@Attribute feature_0 numeric
@Attribute feature_1 numeric
@Attribute feature_2 numeric
@Attribute feature_3 numeric
@Attribute feature_4 numeric
@Attribute feature_5 numeric
@Attribute feature_6 numeric
@Attribute feature_7 numeric
@Attribute feature_8 numeric
@Attribute feature_9 numeric
@Attribute feature_10 numeric
@Attribute feature_11 numeric
@Attribute feature_12 numeric
@Attribute feature_13 numeric
@Attribute feature_14 numeric
@Attribute feature_15 numeric
@Attribute feature_16 numeric
@Attribute feature_17 numeric
@Attribute class {MAIL_gate_Email_IMAP_filetransfer.pcap,MAIL_gate_POP_filetransfer.pcap,MAIL_Gateway_Thunderbird_Imap.pcap}
@data
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.05836099999999966,1e-05,8.899999999911756e-05,0.001796000000000575,0.017133000000001175,6.899999999987472e-05,0.030944999999999112,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1146,1474,1474,1474,662,1474,0.058251999999999526,1e-05,0.018838000000000577,8.799999999986596e-05,1.2999999999152578e-05,4.900000000063187e-05,0.03923299999999941,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,60,1474,1310,1474,1228,1474,0.058555000000000135,1e-05,0.029516000000000986,3.799999999998249e-05,0.008372999999998854,6.4000000000064e-05,0.020537000000000916,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,597,597,247,597,597,597,1.6108029999999989,1e-05,0.42037499999999994,0.28432999999999886,0.7615630000000007,0.08465100000000092,0.059762999999998456,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.0397829999999999,1e-05,0.020526999999999518,9.999999999976694e-05,0.004683999999999244,7.700000000099294e-05,7.599999999996498e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1146,1228,1392,1474,1392,0.019607999999999848,1e-05,0.00019599999999897477,0.004687000000000552,1.4999999999432134e-05,6.000000000128125e-05,0.014348000000000027,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,60,1474,1474,1310,1392,0.04391500000000015,1e-05,0.0011519999999993757,0.0035050000000005355,2.5000000000829914e-05,0.00015400000000020952,0.03891599999999862,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.07496300000000033,1e-05,0.024437000000000708,0.04002199999999867,0.010336999999999819,7.400000000146179e-05,5.899999999847694e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1392,569,1474,1474,1146,1474,0.07499799999999901,1e-05,0.024494999999999933,0.05008299999999899,0.00029199999999995896,1.3000000000928935e-05,0.00010400000000032605,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1474,1474,1310,1474,1146,0.0506189999999993,1e-05,0.050356999999999985,0.00013099999999965917,1.1999999999900979e-05,9.800000000126374e-05,1.1999999999900979e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,60,60,1474,1474,1474,1064,0.015420000000000655,1e-05,0.0017040000000001498,0.01361200000000018,5.499999999969418e-05,3.5999999999702936e-05,7.000000000090267e-06,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.05326900000000023,1e-05,5.3999999998666226e-05,0.01808600000000027,4.7000000000352316e-05,3.500000000045134e-05,0.03497400000000006,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,241,1474,1474,1310,1474,0.1310520000000004,1e-05,0.01442300000000074,0.0037680000000008818,0.03494499999999867,0.00015500000000123748,0.07770799999999944,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1310,1474,1392,60,1474,1474,0.07794499999999971,1e-05,9.000000000014552e-05,7.099999999837792e-05,0.0017250000000004206,0.07597699999999996,6.800000000062312e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.20964400000000083,1e-05,0.07777100000000026,7.300000000043383e-05,0.050340999999999525,0.07833000000000112,0.00020799999999887575,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1064,60,1474,1474,1474,1228,0.13186100000000067,1e-05,0.0016719999999992297,0.1269120000000008,3.799999999998249e-05,0.003166000000000224,6.100000000053285e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1290,841,1474,1474,1228,0.13198799999999977,1e-05,0.013111000000000317,0.11559600000000003,0.003102999999999412,9.900000000051534e-05,5.899999999847694e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.0009190000000014464,1e-05,7.100000000015427e-05,6.800000000062312e-05,0.0004249999999998977,0.0002589999999997872,5.9000000000253294e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1474,1474,1474,1310,1474,0.0008330000000000837,1e-05,0.00044399999999988893,0.0002200000000005531,8.899999999911756e-05,1.1999999999900979e-05,5.9000000000253294e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1228,1474,1474,1474,1310,60,0.0649639999999998,1e-05,0.02750399999999864,4.000000000026205e-05,3.500000000045134e-05,4.999999999810711e-06,0.0010870000000000601,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1146,1474,1474,1146,1474,0.06545000000000023,1e-05,0.00027599999999949887,0.00010700000000163357,0.02751499999999929,9.099999999939712e-05,0.037415000000001086,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.06510999999999889,1e-05,0.002349999999999852,0.02519799999999961,4.000000000026205e-05,3.500000000045134e-05,0.03744099999999939,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1474,982,1474,1474,982,0.00026699999999912905,1e-05,0.00011600000000022703,9.999999999621423e-06,4.7000000000352316e-05,2.800000000036107e-05,5.2999999999414626e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1474,1474,1474,1474,1474,0.0002729999999999677,1e-05,1.100000000064938e-05,9.000000000014552e-05,4.2000000000541604e-05,2.899999999961267e-05,8.700000000061436e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.00029199999999995896,1e-05,5.9000000000253294e-05,3.5999999999702936e-05,3.500000000045134e-05,5.2999999999414626e-05,7.100000000015427e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,597,597,597,597,597,597,0.329917,1e-05,0.0017530000000007817,0.050638999999998546,0.07772000000000112,0.15970800000000018,0.04002499999999998,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,60,60,1474,1310,1310,0.04961599999999855,1e-05,0.00322199999999917,0.001046999999999798,0.042286999999999964,4.099999999951365e-05,0.0030000000000001137,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,501,1474,1474,1474,1474,697,0.07766699999999993,1e-05,0.04950200000000038,0.00010400000000032605,0.01498699999999964,9.700000000023579e-05,0.00013799999999974943,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.03125299999999953,1e-05,0.0030069999999984276,9.100000000117348e-05,0.014996999999999261,7.300000000043383e-05,0.01299099999999953,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1228,1228,1474,1474,1474,0.028261999999999787,1e-05,6.4000000000064e-05,0.015013999999998973,0.01296499999999945,0.00012900000000115597,8.300000000005525e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1228,60,60,1474,1474,1474,0.08349000000000117,1e-05,0.078519,0.0006710000000005323,0.004236999999999824,1.8000000000739647e-05,3.999999999848569e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.08361000000000018,1e-05,7.100000000015427e-05,0.038255999999998735,0.027833000000001107,0.017395999999999745,3.700000000073089e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1228,1474,880,1228,1474,1474,0.08781400000000161,1e-05,6.30000000008124e-05,0.06529699999999927,0.01822899999999983,0.0034290000000005705,0.0007859999999997314,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1310,60,1310,1310,1392,1310,0.004272999999999527,1e-05,0.0004299999999997084,0.0030000000000001137,0.0007660000000004885,2.4999999999053557e-05,4.400000000082116e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.02876499999999993,1e-05,0.0007590000000003982,3.399999999942338e-05,4.7000000000352316e-05,4.500000000007276e-05,0.027838000000000918,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1474,1474,1146,1474,1474,0.02799699999999916,1e-05,4.500000000007276e-05,3.0999999999892225e-05,5.200000000016303e-05,0.027749999999999275,0.0001020000000000465,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,60,1474,1146,1310,1392,0.03535799999999867,1e-05,0.002361999999999753,0.02547899999999892,7.399999999968543e-05,0.006581000000000614,0.00041099999999971715,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,597,1111,1111,597,597,597,0.1972839999999998,1e-05,0.1521720000000002,0.0006959999999995858,0.0048840000000005546,0.006182000000000798,0.03311499999999867,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.08672199999999997,1e-05,0.006588999999999956,0.05989600000000017,0.01980799999999938,7.399999999968543e-05,5.9000000000253294e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,60,1474,1228,1474,1228,1474,0.07907900000000012,1e-05,0.07860300000000109,6.799999999884676e-05,7.000000000090267e-05,7.000000000090267e-06,0.00032000000000032003,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,953,1474,1474,1474,1228,0.08048699999999975,1e-05,0.021436000000001343,0.058237999999999346,0.00013500000000021828,0.0003650000000003928,7.100000000015427e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.07314099999999968,1e-05,0.0003019999999995804,6.20000000015608e-05,5.599999999894578e-05,0.006075000000000941,0.06658599999999915,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1310,1474,1228,1474,1474,1474,0.07287200000000027,1e-05,5.8000000001001695e-05,1.1999999999900979e-05,0.07258500000000012,5.699999999997374e-05,0.00014799999999937086,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1474,60,1228,1474,1474,0.07294100000000014,1e-05,7.200000000118223e-05,0.005991999999999109,0.0667939999999998,1.4000000000180535e-05,5.9000000000253294e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.04270299999999949,1e-05,5.799999999922534e-05,5.500000000147054e-05,0.04236899999999899,8.599999999958641e-05,9.000000000014552e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1064,60,1474,1474,1474,1228,0.04298499999999983,1e-05,0.0012330000000009278,0.04111900000000013,8.399999999930685e-05,9.200000000042508e-05,7.199999999940587e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,803,1228,1474,1310,1474,0.050988000000000255,1e-05,0.03813699999999898,0.004326000000000718,9.099999999939712e-05,0.000512000000000512,0.00789200000000001,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1310,1474,1310,60,60,0.06492300000000029,1e-05,0.008129000000000275,7.000000000090267e-05,0.00023599999999923682,0.00079200000000057,0.001322999999999297,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.0793659999999985,1e-05,0.007967999999999975,0.00016099999999852344,6.700000000137152e-05,0.00022399999999933584,0.07090099999999921,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1228,1474,1319,1228,1474,0.07136299999999984,1e-05,6.800000000062312e-05,0.0002089999999999037,0.056502999999999304,0.014480000000000715,9.200000000042508e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1474,1474,1474,1146,1392,0.03618099999999913,1e-05,9.199999999864872e-05,4.900000000063187e-05,9.000000000369823e-06,5.799999999922534e-05,5.200000000016303e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.042899999999999494,1e-05,4.500000000007276e-05,5.9999999999504894e-05,0.035963999999999885,0.006709999999999994,7.399999999968543e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1474,1474,1310,1310,1474,0.0016759999999997888,1e-05,0.00011399999999994748,8.09999999997757e-05,4.6000000001100716e-05,5.699999999997374e-05,0.0013649999999998386,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1392,1474,1146,1474,1474,1228,0.0020159999999993516,1e-05,0.0004569999999990415,5.699999999997374e-05,7.000000000090267e-05,0.001346999999999099,7.599999999996498e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.0045880000000000365,1e-05,5.8000000001001695e-05,0.001358999999999,6.30000000008124e-05,5.699999999997374e-05,0.000418999999999059,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,597,597,597,597,597,597,0.1893180000000001,1e-05,0.0509030000000017,0.0013889999999996405,0.11650899999999886,0.01995600000000053,0.000396000000000285,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1474,1146,60,60,60,0.07891899999999907,1e-05,1.0999999998873022e-05,5.499999999969418e-05,0.003083000000000169,0.020093000000001027,0.0003459999999986252,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1474,1146,1392,1474,1474,0.034288000000000096,1e-05,5.2999999999414626e-05,8.100000000155205e-05,4.699999999857596e-05,0.03403800000000068,5.200000000016303e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1474,367,1474,1161,1474,0.11322700000000019,1e-05,0.02005299999999899,2.700000000110947e-05,0.05890499999999932,0.005869000000000568,0.028362999999998806,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.0931740000000012,1e-05,0.05884600000000084,7.300000000043383e-05,0.0058869999999995315,0.028256999999999977,7.500000000071338e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1228,1474,1228,1310,1392,60,0.0016630000000006362,1e-05,5.8000000001001695e-05,1.0999999998873022e-05,7.100000000015427e-05,4.7000000000352316e-05,0.001136000000000692,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1228,1474,1474,1064,1474,0.0003170000000007889,1e-05,0.00010799999999910881,0.00011200000000144428,1.4000000000180535e-05,6.999999999912632e-05,7.000000000090267e-06,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.0033309999999993067,1e-05,6.899999999987472e-05,0.0015420000000005984,0.00014299999999956015,9.200000000042508e-05,0.000700000000000145,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1474,1474,1474,1310,1474,0.030393000000000114,1e-05,0.0015350000000005082,0.0001490000000003988,0.00015900000000002024,2.800000000036107e-05,0.028467999999998383,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,60,1310,1474,1474,1474,1310,0.11228900000000053,1e-05,0.026970999999999634,0.05027500000000096,3.300000000017178e-05,0.034222999999999004,6.30000000008124e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.08674500000000052,1e-05,0.04382700000000028,0.00647799999999954,0.0006730000000008118,0.03355499999999978,0.0021649999999997505,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1146,1228,1392,1392,1228,1228,0.08130600000000143,1e-05,0.04426100000000055,0.03400700000000079,0.0023159999999986525,8.600000000136276e-05,0.00062400000000018,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,60,1474,1474,1474,1474,1474,0.001894999999999314,1e-05,0.0011799999999997368,5.9000000000253294e-05,0.0005590000000008644,1.9999999999242846e-05,6.800000000062312e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1146,1474,1474,1310,1310,0.0007639999999984326,1e-05,5.499999999969418e-05,1.1999999999900979e-05,5.400000000044258e-05,7.000000000090267e-06,2.3999999999801958e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.004599000000000686,1e-05,0.0005710000000007653,6.49999999993156e-05,5.699999999997374e-05,5.400000000044258e-05,0.0006889999999994956,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1310,1474,1310,1474,1021,0.0603580000000008,1e-05,9.900000000051534e-05,2.3999999999801958e-05,6.000000000838668e-06,5.999999999062311e-06,0.02395899999999962,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.5294489999999996,1e-05,0.08673999999999893,0.2752010000000009,6.100000000053285e-05,5.199999999838667e-05,0.16023000000000032,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,597,597,597,597,597,597,0.7067790000000009,1e-05,0.0022929999999998785,0.1124280000000013,0.006062999999999263,0.0018639999999994217,0.5840270000000007,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,60,60,1474,1310,60,1474,0.7075610000000001,1e-05,0.0019710000000010552,0.4161380000000001,0.00011699999999947863,0.1675640000000005,0.12171799999999955,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,597,1005,597,841,597,1392,0.6807380000000016,1e-05,0.2755290000000006,0.16020400000000024,0.1291550000000008,0.06562599999999996,0.05020899999999884,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.11615300000000062,1e-05,0.03667000000000087,0.02907599999999988,0.050024999999999764,7.999999999874774e-05,5.500000000147054e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1474,1310,1310,1474,1474,0.2310490000000005,1e-05,0.11569300000000027,0.00015500000000123748,0.0003839999999986077,0.11476299999999995,4.800000000138027e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.11488100000000045,1e-05,5.400000000044258e-05,0.05242100000000072,0.062284000000000006,5.699999999997374e-05,4.099999999951365e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1474,1161,1474,1474,1474,803,0.11782000000000004,1e-05,0.0524369999999994,0.062243999999999744,0.0001829999999998222,4.6000000001100716e-05,0.0025569999999994764,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,6,1064,1474,1228,60,60,1474,0.1146919999999998,1e-05,3.900000000101045e-05,7.999999999341867e-06,0.0031809999999996563,0.10468999999999973,0.006745000000000445,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,6,54,54,54,54,54,54,0.11524299999999954,1e-05,3.799999999998249e-05,0.002864000000000644,0.11178999999999917,0.00025300000000072487,6.099999999875649e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
